inverted_daisy-000001.jpg,daisy
inverted_daisy-000002.jpg,daisy
inverted_daisy-000003.jpg,daisy
inverted_daisy-000004.jpg,daisy
inverted_daisy-000005.jpg,daisy
inverted_daisy-000006.jpg,daisy
inverted_daisy-000007.jpg,daisy
inverted_daisy-000008.jpg,daisy
inverted_daisy-000009.jpg,daisy
inverted_daisy-000010.jpg,daisy
inverted_daisy-000011.jpg,daisy
inverted_daisy-000012.jpg,daisy
inverted_daisy-000013.jpg,daisy
inverted_daisy-000014.jpg,daisy
inverted_daisy-000015.jpg,daisy
inverted_daisy-000016.jpg,daisy
inverted_daisy-000017.jpg,daisy
inverted_daisy-000018.jpg,daisy
inverted_daisy-000019.jpg,daisy
inverted_daisy-000020.jpg,daisy
inverted_daisy-000021.jpg,daisy
inverted_daisy-000022.jpg,daisy
inverted_daisy-000023.jpg,daisy
inverted_daisy-000024.jpg,daisy
inverted_daisy-000025.jpg,daisy
inverted_daisy-000026.jpg,daisy
inverted_daisy-000027.jpg,daisy
inverted_daisy-000028.jpg,daisy
inverted_daisy-000029.jpg,daisy
inverted_daisy-000030.jpg,daisy
inverted_daisy-000031.jpg,daisy
inverted_daisy-000032.jpg,daisy
inverted_daisy-000033.jpg,daisy
inverted_daisy-000034.jpg,daisy
inverted_daisy-000035.jpg,daisy
inverted_daisy-000036.jpg,daisy
inverted_daisy-000037.jpg,daisy
inverted_daisy-000038.jpg,daisy
inverted_daisy-000039.jpg,daisy
inverted_daisy-000040.jpg,daisy
inverted_daisy-000041.jpg,daisy
inverted_daisy-000042.jpg,daisy
inverted_daisy-000043.jpg,daisy
inverted_daisy-000044.jpg,daisy
inverted_daisy-000045.jpg,daisy
inverted_daisy-000046.jpg,daisy
inverted_daisy-000047.jpg,daisy
inverted_daisy-000048.jpg,daisy
inverted_daisy-000049.jpg,daisy
inverted_daisy-000050.jpg,daisy
inverted_daisy-000051.jpg,daisy
inverted_daisy-000052.jpg,daisy
inverted_daisy-000053.jpg,daisy
